2021-05-18 12:29:28,482 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-05-18 12:29:28,522 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-05-18 12:29:28,525 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2021-05-18 12:29:28,526 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2021-05-18 12:29:28,543 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2021-05-18 12:29:28,545 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2021-05-18 12:29:28,558 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2021-05-27 13:39:05,537 INFO  SwAddin.cs: 271 - Assembly export called for file Einfachpendel_1
2021-05-27 13:39:05,551 INFO  SwAddin.cs: 276 - Save is required
2021-05-27 13:39:05,552 INFO  SwAddin.cs: 290 - Saving assembly
2021-05-27 13:39:06,082 INFO  SwAddin.cs: 293 - Opening property manager
2021-05-27 13:39:06,096 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Einfachpendel_1
2021-05-27 13:39:06,103 INFO  ExportHelperExtension.cs: 1142 - Found 37 in Einfachpendel_1
2021-05-27 13:39:06,111 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in Einfachpendel_1
2021-05-27 13:39:06,112 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-05-27 13:39:06,113 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2021-05-27 13:39:06,115 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Adapter_ 1-1
2021-05-27 13:39:06,116 INFO  ExportHelperExtension.cs: 1142 - Found 26 in Adapter_ 1-1
2021-05-27 13:39:06,116 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Adapter_ 1-1
2021-05-27 13:39:06,118 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Hebelarm_7-1
2021-05-27 13:39:06,119 INFO  ExportHelperExtension.cs: 1142 - Found 27 in Hebelarm_7-1
2021-05-27 13:39:06,119 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Hebelarm_7-1
2021-05-27 13:39:06,120 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from T-Motor-AK80-6_Dummy-1
2021-05-27 13:39:06,121 INFO  ExportHelperExtension.cs: 1142 - Found 25 in T-Motor-AK80-6_Dummy-1
2021-05-27 13:39:06,123 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in T-Motor-AK80-6_Dummy-1
2021-05-27 13:39:06,123 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from teststand_ilm5008_009-1
2021-05-27 13:39:06,124 INFO  ExportHelperExtension.cs: 1142 - Found 25 in teststand_ilm5008_009-1
2021-05-27 13:39:06,125 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in teststand_ilm5008_009-1
2021-05-27 13:39:06,127 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Einfachpendel_1
2021-05-27 13:39:06,128 INFO  ExportHelperExtension.cs: 1142 - Found 37 in Einfachpendel_1
2021-05-27 13:39:06,129 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in Einfachpendel_1
2021-05-27 13:39:06,130 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-05-27 13:39:06,131 INFO  ExportHelperExtension.cs: 1167 - 4 components to check
2021-05-27 13:39:06,132 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Adapter_ 1-1
2021-05-27 13:39:06,133 INFO  ExportHelperExtension.cs: 1142 - Found 26 in Adapter_ 1-1
2021-05-27 13:39:06,134 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Adapter_ 1-1
2021-05-27 13:39:06,135 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Hebelarm_7-1
2021-05-27 13:39:06,136 INFO  ExportHelperExtension.cs: 1142 - Found 27 in Hebelarm_7-1
2021-05-27 13:39:06,136 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Hebelarm_7-1
2021-05-27 13:39:06,139 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from T-Motor-AK80-6_Dummy-1
2021-05-27 13:39:06,142 INFO  ExportHelperExtension.cs: 1142 - Found 25 in T-Motor-AK80-6_Dummy-1
2021-05-27 13:39:06,143 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in T-Motor-AK80-6_Dummy-1
2021-05-27 13:39:06,144 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from teststand_ilm5008_009-1
